qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	sscinames	stitle	sblastnames
comp154663_c0_seq1	sp|Q5R8R1|ARP3_PONAB	100.00	72	0	0	3	218	77	148	2e-44	 152	N/A	Actin-related protein 3 OS=Pongo abelii GN=ACTR3 PE=2 SV=3	N/A
comp157346_c0_seq1	sp|Q9D7S7|RL22L_MOUSE	94.55	55	3	0	3	167	61	115	4e-13	64.3	N/A	60S ribosomal protein L22-like 1 OS=Mus musculus GN=Rpl22l1 PE=1 SV=1	N/A
comp164841_c0_seq1	sp|P20678|CP2H2_CHICK	59.09	66	27	0	2	199	426	491	8e-20	85.9	N/A	Cytochrome P450 2H2 OS=Gallus gallus GN=CYP2H2 PE=1 SV=1	N/A
comp164845_c0_seq1	sp|Q8N4Q0|ZADH2_HUMAN	62.65	83	31	0	1	249	295	377	5e-27	 105	N/A	Zinc-binding alcohol dehydrogenase domain-containing protein 2 OS=Homo sapiens GN=ZADH2 PE=1 SV=1	N/A
comp165957_c0_seq1	sp|P48644|AL1A1_BOVIN	87.14	70	9	0	1	210	350	419	2e-36	 131	N/A	Retinal dehydrogenase 1 OS=Bos taurus GN=ALDH1A1 PE=2 SV=3	N/A
comp166433_c0_seq1	sp|B0FWD3|NU5M_AEDAE	67.14	70	21	1	217	14	196	265	5e-07	50.8	N/A	NADH-ubiquinone oxidoreductase chain 5 OS=Aedes aegypti GN=mt:ND5 PE=3 SV=1	N/A
comp167850_c0_seq1	sp|P20233|TRFEA_XENLA	49.23	65	32	1	60	251	638	702	6e-12	65.5	N/A	Serotransferrin-A OS=Xenopus laevis GN=tf-a PE=2 SV=3	N/A
comp174650_c0_seq1	sp|P10587|MYH11_CHICK	83.56	73	12	0	72	290	1863	1935	2e-30	 119	N/A	Myosin-11 OS=Gallus gallus GN=MYH11 PE=1 SV=4	N/A
comp176091_c0_seq1	sp|P23174|MDR3_CRIGR	60.81	74	24	1	3	224	585	653	1e-19	87.4	N/A	Multidrug resistance protein 3 OS=Cricetulus griseus GN=ABCB4 PE=2 SV=1	N/A
comp176091_c0_seq1	sp|P23174|MDR3_CRIGR	51.06	47	23	0	3	143	1229	1275	3e-08	53.9	N/A	Multidrug resistance protein 3 OS=Cricetulus griseus GN=ABCB4 PE=2 SV=1	N/A
comp177963_c0_seq1	sp|Q07456|AMBP_MOUSE	73.17	82	22	0	3	248	251	332	2e-38	 135	N/A	Protein AMBP OS=Mus musculus GN=Ambp PE=2 SV=2	N/A
comp177963_c0_seq1	sp|Q07456|AMBP_MOUSE	48.15	54	28	0	87	248	223	276	1e-10	60.1	N/A	Protein AMBP OS=Mus musculus GN=Ambp PE=2 SV=2	N/A
comp180778_c0_seq1	sp|P00419|COX3_XENLA	82.89	76	13	0	1	228	88	163	1e-31	 115	N/A	Cytochrome c oxidase subunit 3 OS=Xenopus laevis GN=mt-co3 PE=3 SV=1	N/A
comp182132_c0_seq1	sp|P58252|EF2_MOUSE	91.67	72	6	0	3	218	560	631	2e-38	 139	N/A	Elongation factor 2 OS=Mus musculus GN=Eef2 PE=1 SV=2	N/A
comp183162_c0_seq1	sp|P56134|ATPK_HUMAN	68.89	45	14	0	1	135	50	94	3e-16	71.6	N/A	ATP synthase subunit f, mitochondrial OS=Homo sapiens GN=ATP5J2 PE=1 SV=3	N/A
comp185818_c0_seq1	sp|P58252|EF2_MOUSE	98.61	72	1	0	2	217	323	394	2e-42	 150	N/A	Elongation factor 2 OS=Mus musculus GN=Eef2 PE=1 SV=2	N/A
comp190133_c0_seq1	sp|P34743|BTG1_CHICK	78.12	32	7	0	131	226	6	37	3e-08	50.8	N/A	Protein BTG1 OS=Gallus gallus GN=BTG1 PE=2 SV=1	N/A
comp191191_c0_seq1	sp|Q28F67|AATM_XENTR	90.57	53	5	0	42	200	279	331	1e-25	 100	N/A	Aspartate aminotransferase, mitochondrial OS=Xenopus tropicalis GN=got2 PE=2 SV=1	N/A
comp194957_c0_seq1	sp|Q5ZMM5|ZN706_CHICK	90.70	43	4	0	74	202	26	68	8e-23	88.2	N/A	Zinc finger protein 706 OS=Gallus gallus GN=ZNF706 PE=4 SV=1	N/A
comp202008_c0_seq1	sp|P83242|MSMB_STRCA	38.89	54	32	1	3	164	32	84	7e-06	43.9	N/A	Beta-microseminoprotein OS=Struthio camelus GN=MSMB PE=1 SV=1	N/A
comp202248_c0_seq1	sp|Q6NTV6|INF2_XENLA	92.50	40	3	0	190	309	131	170	5e-16	78.2	N/A	Inverted formin-2 OS=Xenopus laevis GN=inf2 PE=2 SV=1	N/A
comp203068_c0_seq1	sp|P02454|CO1A1_RAT	90.91	44	4	0	150	281	247	290	1e-05	47.8	N/A	Collagen alpha-1(I) chain OS=Rattus norvegicus GN=Col1a1 PE=1 SV=5	N/A
comp205937_c0_seq1	sp|Q0QEP2|ATPB_MESAU	98.44	64	1	0	39	230	212	275	4e-36	 130	N/A	ATP synthase subunit beta, mitochondrial (Fragment) OS=Mesocricetus auratus GN=ATP5B PE=1 SV=1	N/A
comp206426_c0_seq1	sp|Q05204|LAMP1_BOVIN	43.21	81	45	1	6	248	112	191	2e-14	71.2	N/A	Lysosome-associated membrane glycoprotein 1 OS=Bos taurus GN=LAMP1 PE=1 SV=2	N/A
comp207386_c0_seq1	sp|Q62468|VILI_MOUSE	65.12	43	15	0	2	130	785	827	5e-10	61.2	N/A	Villin-1 OS=Mus musculus GN=Vil1 PE=1 SV=3	N/A
comp209144_c0_seq1	sp|Q9YIB4|CO1A1_CYNPY	87.00	100	13	0	22	321	1003	1102	6e-13	70.1	N/A	Collagen alpha-1(I) chain OS=Cynops pyrrhogaster GN=COL1A1 PE=2 SV=1	N/A
comp209232_c0_seq1	sp|P97807|FUMH_MOUSE	87.34	79	10	0	2	238	429	507	3e-43	 152	N/A	Fumarate hydratase, mitochondrial OS=Mus musculus GN=Fh PE=1 SV=3	N/A
comp211384_c0_seq1	sp|Q29197|RS9_PIG	86.11	72	10	0	2	217	5	76	1e-35	 122	N/A	40S ribosomal protein S9 (Fragment) OS=Sus scrofa GN=RPS9 PE=2 SV=1	N/A
comp214599_c0_seq1	sp|P31795|POL_MLVRK	49.45	91	46	0	20	292	64	154	1e-20	90.5	N/A	Pol polyprotein (Fragment) OS=Radiation murine leukemia virus (strain Kaplan) GN=pol PE=3 SV=1	N/A
comp219732_c0_seq1	sp|P04323|POL3_DROME	41.74	115	67	0	9	353	359	473	2e-29	 116	N/A	Retrovirus-related Pol polyprotein from transposon 17.6 OS=Drosophila melanogaster GN=pol PE=4 SV=1	N/A
comp220187_c0_seq1	sp|Q6DEP7|SUMO1_XENTR	100.00	56	0	0	52	219	1	56	5e-33	 115	N/A	Small ubiquitin-related modifier 1 OS=Xenopus tropicalis GN=sumo1 PE=3 SV=1	N/A
comp220643_c0_seq1	sp|P63018|HSP7C_RAT	91.96	112	9	0	2	337	78	189	3e-68	 222	N/A	Heat shock cognate 71 kDa protein OS=Rattus norvegicus GN=Hspa8 PE=1 SV=1	N/A
comp221127_c0_seq1	sp|Q3SYS1|RM13_BOVIN	71.43	56	16	0	3	170	121	176	1e-21	89.0	N/A	39S ribosomal protein L13, mitochondrial OS=Bos taurus GN=MRPL13 PE=1 SV=1	N/A
comp223393_c0_seq1	sp|O65316|ACT_MESVI	95.83	72	3	0	1	216	61	132	6e-47	 158	N/A	Actin OS=Mesostigma viride PE=3 SV=1	N/A
comp229722_c0_seq1	sp|P20768|IGHM_SUNMU	42.86	70	36	3	1	207	368	434	5e-11	61.2	N/A	Ig mu chain C region OS=Suncus murinus PE=4 SV=1	N/A
comp230363_c0_seq1	sp|Q8N976|YG039_HUMAN	78.79	33	7	0	2	100	49	81	2e-07	48.9	N/A	Putative uncharacterized protein FLJ38264 OS=Homo sapiens PE=5 SV=1	N/A
comp230384_c0_seq1	sp|P27077|VINT_BPP21	40.00	110	62	3	11	331	245	353	2e-15	74.7	N/A	Integrase OS=Enterobacteria phage P21 GN=int PE=3 SV=1	N/A
comp232332_c0_seq1	sp|P49908|SEPP1_HUMAN	59.09	66	27	0	5	202	52	117	1e-17	79.0	N/A	Selenoprotein P OS=Homo sapiens GN=SEPP1 PE=1 SV=3	N/A
comp233412_c0_seq1	sp|P08250|APOA1_CHICK	43.88	98	48	1	10	282	24	121	2e-20	86.7	N/A	Apolipoprotein A-I OS=Gallus gallus GN=APOA1 PE=1 SV=2	N/A
comp236269_c0_seq1	sp|P54106|ICLN_XENLA	83.33	30	5	0	78	167	111	140	3e-10	57.4	N/A	Methylosome subunit pICln OS=Xenopus laevis GN=clns1a PE=2 SV=1	N/A
comp241255_c0_seq1	sp|P07857|NLTP_BOVIN	91.53	59	5	0	40	216	485	543	2e-28	 110	N/A	Non-specific lipid-transfer protein OS=Bos taurus GN=SCP2 PE=1 SV=2	N/A
comp242709_c0_seq1	sp|Q4TVV3|DDX46_DANRE	77.78	45	10	0	1	135	128	172	3e-15	75.5	N/A	Probable ATP-dependent RNA helicase DDX46 OS=Danio rerio GN=ddx46 PE=2 SV=1	N/A
comp243226_c0_seq1	sp|Q9CY58|PAIRB_MOUSE	82.89	76	13	0	3	230	260	335	2e-26	 103	N/A	Plasminogen activator inhibitor 1 RNA-binding protein OS=Mus musculus GN=Serbp1 PE=1 SV=2	N/A
comp243974_c0_seq1	sp|P04259|K2C6B_HUMAN	68.57	105	33	0	26	340	336	440	7e-42	 149	N/A	Keratin, type II cytoskeletal 6B OS=Homo sapiens GN=KRT6B PE=1 SV=5	N/A
comp247756_c0_seq1	sp|Q64403|CP2DG_CAVPO	61.19	67	26	0	3	203	342	408	1e-24	99.4	N/A	Cytochrome P450 2D16 OS=Cavia porcellus GN=CYP2D16 PE=1 SV=1	N/A
comp248777_c0_seq1	sp|Q06335|APLP2_MOUSE	59.72	72	26	2	132	338	551	622	1e-17	82.4	N/A	Amyloid-like protein 2 OS=Mus musculus GN=Aplp2 PE=1 SV=4	N/A
comp261884_c0_seq1	sp|A6QPQ2|SPA38_BOVIN	52.70	74	35	0	9	230	60	133	2e-20	87.0	N/A	Serpin A3-8 OS=Bos taurus GN=SERPINA3-8 PE=2 SV=1	N/A
comp268135_c0_seq1	sp|Q8IVG9|HUNIN_HUMAN	100.00	20	0	0	145	204	1	20	8e-06	42.7	N/A	Putative humanin peptide OS=Homo sapiens GN=MT-RNR2 PE=5 SV=1	N/A
comp268759_c0_seq1	sp|P55011|S12A2_HUMAN	88.46	26	3	0	9	86	909	934	1e-08	54.7	N/A	Solute carrier family 12 member 2 OS=Homo sapiens GN=SLC12A2 PE=1 SV=1	N/A
comp268880_c0_seq1	sp|Q61656|DDX5_MOUSE	74.55	110	10	2	3	278	401	510	5e-44	 154	N/A	Probable ATP-dependent RNA helicase DDX5 OS=Mus musculus GN=Ddx5 PE=1 SV=2	N/A
comp268889_c0_seq1	sp|Q4U0Y4|NPL1A_XENLA	93.51	77	5	0	1	231	53	129	3e-43	 150	N/A	Nucleosome assembly protein 1-like 1-A OS=Xenopus laevis GN=nap1l1-a PE=1 SV=1	N/A
comp269344_c0_seq1	sp|Q80W93|HYDIN_MOUSE	75.86	29	7	0	231	145	501	529	1e-06	48.9	N/A	Hydrocephalus-inducing protein OS=Mus musculus GN=Hydin PE=2 SV=2	N/A
comp269626_c0_seq1	sp|O46421|EST1_MACFA	35.71	70	43	1	21	224	367	436	5e-10	58.5	N/A	Liver carboxylesterase 1 OS=Macaca fascicularis GN=CES1 PE=2 SV=1	N/A
comp270656_c0_seq1	sp|Q6P6V0|G6PI_RAT	80.39	102	20	0	11	316	289	390	2e-60	 199	N/A	Glucose-6-phosphate isomerase OS=Rattus norvegicus GN=Gpi PE=1 SV=1	N/A
comp272216_c0_seq1	sp|P0CT40|TF29_SCHPO	50.77	65	31	1	2	193	508	572	6e-13	67.8	N/A	Transposon Tf2-9 polyprotein OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) GN=Tf2-9 PE=3 SV=1	N/A
comp272494_c0_seq1	sp|P03359|POL_WMSV	60.47	43	17	0	3	131	221	263	4e-10	58.2	N/A	Pol polyprotein (Fragment) OS=Woolly monkey sarcoma virus GN=pol PE=3 SV=1	N/A
comp273072_c0_seq1	sp|P14087|ANXA1_CAVCU	83.82	68	11	0	1	204	236	303	5e-34	 123	N/A	Annexin A1 OS=Cavia cutleri GN=ANXA1 PE=1 SV=1	N/A
comp274460_c0_seq1	sp|P01027|CO3_MOUSE	56.00	75	33	0	3	227	1252	1326	1e-20	90.5	N/A	Complement C3 OS=Mus musculus GN=C3 PE=1 SV=3	N/A
comp274784_c0_seq1	sp|O00303|EIF3F_HUMAN	87.21	86	11	0	3	260	272	357	3e-45	 154	N/A	Eukaryotic translation initiation factor 3 subunit F OS=Homo sapiens GN=EIF3F PE=1 SV=1	N/A
comp274794_c0_seq1	sp|Q5ZMD6|H2AZ_CHICK	95.65	69	3	0	1	207	60	128	2e-39	 132	N/A	Histone H2A.Z OS=Gallus gallus GN=H2AFZ PE=1 SV=3	N/A
comp276452_c0_seq1	sp|Q863G3|COX8A_OTOCR	59.38	32	13	0	141	236	38	69	2e-07	48.1	N/A	Cytochrome c oxidase subunit 8A, mitochondrial OS=Otolemur crassicaudatus GN=COX8A PE=3 SV=1	N/A
comp277762_c0_seq1	sp|P50994|ANXA4_CANFA	81.67	60	11	0	42	221	179	238	1e-18	81.3	N/A	Annexin A4 OS=Canis familiaris GN=ANXA4 PE=1 SV=2	N/A
comp279549_c0_seq1	sp|Q08393|GSTA2_CHICK	60.38	53	19	1	68	220	123	175	7e-13	64.3	N/A	Glutathione S-transferase OS=Gallus gallus PE=2 SV=2	N/A
comp281314_c0_seq1	sp|Q2KIT6|PNMA2_BOVIN	32.26	93	63	0	284	6	208	300	3e-07	50.4	N/A	Paraneoplastic antigen Ma2 homolog OS=Bos taurus GN=PNMA2 PE=2 SV=1	N/A
comp290168_c0_seq1	sp|Q10751|ACE_CHICK	68.83	77	24	0	2	232	555	631	6e-28	 110	N/A	Angiotensin-converting enzyme (Fragment) OS=Gallus gallus GN=ACE PE=2 SV=1	N/A
comp293394_c0_seq1	sp|P49263|PXN1_XENLA	67.00	100	33	0	1	300	51	150	2e-43	 151	N/A	Pentraxin fusion protein OS=Xenopus laevis GN=pxn1 PE=2 SV=1	N/A
comp293810_c0_seq1	sp|P46193|ANXA1_BOVIN	64.38	146	52	0	2	439	200	345	8e-62	 199	N/A	Annexin A1 OS=Bos taurus GN=ANXA1 PE=2 SV=2	N/A
comp293810_c0_seq1	sp|P46193|ANXA1_BOVIN	32.06	131	84	2	44	433	58	184	4e-12	66.2	N/A	Annexin A1 OS=Bos taurus GN=ANXA1 PE=2 SV=2	N/A
comp294321_c0_seq1	sp|Q5R5F5|IF4A1_PONAB	96.51	86	3	0	1	258	220	305	9e-54	 177	N/A	Eukaryotic initiation factor 4A-I OS=Pongo abelii GN=EIF4A1 PE=2 SV=1	N/A
comp295329_c0_seq1	sp|Q5ZMS3|IF2G_CHICK	97.06	34	1	0	3	104	439	472	2e-15	73.6	N/A	Eukaryotic translation initiation factor 2 subunit 3 OS=Gallus gallus GN=EIF2S3 PE=1 SV=1	N/A
comp296577_c0_seq1	sp|P33228|RECT_ECOLI	40.88	137	70	4	6	386	45	180	2e-26	 105	N/A	Protein RecT OS=Escherichia coli (strain K12) GN=recT PE=1 SV=1	N/A
comp297164_c0_seq1	sp|P0CT39|TF26_SCHPO	54.79	73	33	0	7	225	498	570	3e-20	88.6	N/A	Transposon Tf2-6 polyprotein OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) GN=Tf2-6 PE=3 SV=1	N/A
comp301119_c0_seq1	sp|Q7LHG5|YI31B_YEAST	39.13	69	41	1	212	9	1188	1256	4e-08	53.1	N/A	Transposon Ty3-I Gag-Pol polyprotein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TY3B-I PE=3 SV=2	N/A
comp308718_c0_seq1	sp|Q5ZK63|TCP4_CHICK	86.96	23	3	0	3	71	104	126	1e-06	46.6	N/A	Activated RNA polymerase II transcriptional coactivator p15 OS=Gallus gallus GN=SUB1 PE=2 SV=1	N/A
comp309021_c0_seq1	sp|O95833|CLIC3_HUMAN	53.33	60	28	0	22	201	171	230	2e-16	74.3	N/A	Chloride intracellular channel protein 3 OS=Homo sapiens GN=CLIC3 PE=1 SV=2	N/A
comp309547_c0_seq1	sp|Q5KTJ6|RAB13_MESAU	90.24	82	8	0	46	291	1	82	4e-49	 160	N/A	Ras-related protein Rab-13 OS=Mesocricetus auratus GN=RAB13 PE=2 SV=1	N/A
comp312985_c0_seq1	sp|P51644|ARF4_XENLA	93.55	62	4	0	9	194	119	180	1e-34	 122	N/A	ADP-ribosylation factor 4 OS=Xenopus laevis GN=arf4 PE=1 SV=2	N/A
comp313011_c0_seq1	sp|P00366|DHE3_BOVIN	41.03	78	37	1	1	207	454	531	4e-10	58.5	N/A	Glutamate dehydrogenase 1, mitochondrial OS=Bos taurus GN=GLUD1 PE=1 SV=2	N/A
comp316282_c0_seq1	sp|P06694|TNP2_ECOLX	86.67	75	10	0	2	226	463	537	7e-38	 138	N/A	Transposase for transposon Tn21 OS=Escherichia coli GN=tnpA PE=3 SV=1	N/A
comp316608_c0_seq1	sp|Q52KN7|CPE1B_XENLA	90.00	60	6	0	181	2	1	60	4e-30	 116	N/A	Cytoplasmic polyadenylation element-binding protein 1-B OS=Xenopus laevis GN=cpeb1-b PE=2 SV=1	N/A
comp317813_c0_seq1	sp|P06353|H33_HORVU	100.00	25	0	0	3	77	56	80	1e-08	52.4	N/A	Histone H3.3 (Fragment) OS=Hordeum vulgare PE=3 SV=1	N/A
comp319285_c0_seq1	sp|Q8JG64|PDIA3_CHICK	68.75	112	34	1	1	336	140	250	2e-46	 161	N/A	Protein disulfide-isomerase A3 OS=Gallus gallus GN=PDIA3 PE=2 SV=1	N/A
comp322368_c0_seq1	sp|J3S836|VCO3_CROAD	61.33	75	26	1	6	230	511	582	5e-23	97.1	N/A	Venom factor OS=Crotalus adamanteus PE=2 SV=1	N/A
comp325333_c0_seq1	sp|Q01016|CCPH_SHV21	39.68	63	36	1	19	201	135	197	6e-08	52.0	N/A	Complement control protein homolog OS=Saimiriine herpesvirus 2 (strain 11) GN=4 PE=3 SV=1	N/A
comp327092_c0_seq1	sp|P24479|S10AB_CHICK	54.90	51	23	0	105	257	5	55	2e-14	67.4	N/A	Protein S100-A11 OS=Gallus gallus GN=S100A11 PE=1 SV=2	N/A
comp327559_c0_seq1	sp|P82931|RT06_BOVIN	59.72	72	28	1	1	216	40	110	1e-26	99.8	N/A	28S ribosomal protein S6, mitochondrial OS=Bos taurus GN=MRPS6 PE=1 SV=4	N/A
comp329213_c0_seq1	sp|P81004|VDAC2_XENLA	86.84	38	5	0	15	128	236	273	6e-15	71.2	N/A	Voltage-dependent anion-selective channel protein 2 OS=Xenopus laevis GN=vdac2 PE=1 SV=1	N/A
comp330663_c0_seq1	sp|Q6PC91|BT3L4_DANRE	94.70	151	8	0	32	484	1	151	1e-78	 237	N/A	Transcription factor BTF3 homolog 4 OS=Danio rerio GN=btf3l4 PE=2 SV=1	N/A
comp338727_c0_seq1	sp|P40936|INMT_MOUSE	35.06	77	50	0	2	232	44	120	2e-14	69.3	N/A	Indolethylamine N-methyltransferase OS=Mus musculus GN=Inmt PE=1 SV=1	N/A
comp340900_c0_seq1	sp|P02641|TNNT3_RABIT	86.96	69	9	0	1	207	74	142	2e-10	58.2	N/A	Troponin T, fast skeletal muscle OS=Oryctolagus cuniculus GN=TNNT3 PE=1 SV=4	N/A
comp343459_c0_seq1	sp|P21158|CSGA_MYXXA	34.78	92	45	2	1	276	54	130	2e-11	60.5	N/A	C-factor OS=Myxococcus xanthus GN=csgA PE=1 SV=1	N/A
comp343467_c0_seq1	sp|P19001|K1C19_MOUSE	71.08	83	24	0	17	265	77	159	2e-36	 132	N/A	Keratin, type I cytoskeletal 19 OS=Mus musculus GN=Krt19 PE=1 SV=1	N/A
comp344914_c0_seq1	sp|P08603|CFAH_HUMAN	42.17	83	44	1	32	268	309	391	3e-14	72.0	N/A	Complement factor H OS=Homo sapiens GN=CFH PE=1 SV=4	N/A
comp344914_c0_seq1	sp|P08603|CFAH_HUMAN	37.04	81	47	3	29	268	250	327	2e-06	49.3	N/A	Complement factor H OS=Homo sapiens GN=CFH PE=1 SV=4	N/A
comp344914_c0_seq1	sp|P08603|CFAH_HUMAN	30.68	88	57	3	8	262	423	509	6e-06	47.4	N/A	Complement factor H OS=Homo sapiens GN=CFH PE=1 SV=4	N/A
comp346630_c0_seq1	sp|Q99315|YG31B_YEAST	38.46	78	48	0	6	239	1195	1272	2e-11	63.5	N/A	Transposon Ty3-G Gag-Pol polyprotein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TY3B-G PE=1 SV=3	N/A
comp348966_c0_seq1	sp|Q5I0S8|ILEU_XENTR	70.13	77	23	0	5	235	183	259	3e-34	 125	N/A	Leukocyte elastase inhibitor OS=Xenopus tropicalis GN=serpinb1 PE=2 SV=1	N/A
comp349372_c0_seq1	sp|Q6AZT7|NPHP3_XENLA	97.50	40	1	0	121	240	832	871	1e-19	87.4	N/A	Nephrocystin-3 OS=Xenopus laevis GN=nphp3 PE=2 SV=1	N/A
comp350147_c0_seq1	sp|P07156|HMGB1_CRIGR	87.67	73	9	0	36	254	15	87	1e-38	 132	N/A	High mobility group protein B1 (Fragment) OS=Cricetulus griseus GN=HMGB1 PE=1 SV=1	N/A
comp350207_c0_seq1	sp|P04813|CTR2_CANFA	78.85	52	11	0	5	160	1	52	3e-20	85.9	N/A	Chymotrypsinogen 2 OS=Canis familiaris GN=CTRB1 PE=2 SV=1	N/A
comp350655_c0_seq1	sp|P63045|VAMP2_RAT	98.11	53	1	0	3	161	64	116	1e-15	70.9	N/A	Vesicle-associated membrane protein 2 OS=Rattus norvegicus GN=Vamp2 PE=1 SV=2	N/A
comp351137_c0_seq1	sp|P79274|ACADL_PIG	60.29	68	24	2	5	205	147	212	1e-20	87.8	N/A	Long-chain specific acyl-CoA dehydrogenase, mitochondrial OS=Sus scrofa GN=ACADL PE=2 SV=1	N/A
comp351895_c0_seq1	sp|O70400|PDLI1_MOUSE	73.86	88	21	1	48	305	177	264	2e-35	 128	N/A	PDZ and LIM domain protein 1 OS=Mus musculus GN=Pdlim1 PE=2 SV=4	N/A
comp356616_c0_seq1	sp|F7BK26|ATIF1_XENTR	81.25	48	9	0	66	209	54	101	2e-16	72.8	N/A	ATPase inhibitor, mitochondrial OS=Xenopus tropicalis GN=atpif1 PE=3 SV=1	N/A
comp356712_c0_seq1	sp|Q09666|AHNK_HUMAN	70.13	77	22	1	1	228	5768	5844	5e-16	77.8	N/A	Neuroblast differentiation-associated protein AHNAK OS=Homo sapiens GN=AHNAK PE=1 SV=2	N/A
comp357274_c0_seq1	sp|P55782|NU5M_GADMO	63.64	55	20	0	242	78	408	462	1e-14	72.4	N/A	NADH-ubiquinone oxidoreductase chain 5 OS=Gadus morhua GN=MT-ND5 PE=3 SV=1	N/A
comp358685_c0_seq1	sp|Q5M8J5|SPB5_XENTR	59.15	71	29	0	30	242	61	131	2e-22	92.4	N/A	Serpin B5 OS=Xenopus tropicalis GN=serpinb5 PE=2 SV=1	N/A
comp361583_c0_seq1	sp|Q61656|DDX5_MOUSE	82.22	90	16	0	4	273	235	324	1e-43	 153	N/A	Probable ATP-dependent RNA helicase DDX5 OS=Mus musculus GN=Ddx5 PE=1 SV=2	N/A
comp367109_c0_seq1	sp|Q99JW5|EPCAM_MOUSE	52.78	108	48	2	3	317	208	315	5e-15	73.2	N/A	Epithelial cell adhesion molecule OS=Mus musculus GN=Epcam PE=2 SV=1	N/A
comp367544_c0_seq1	sp|Q5M8J5|SPB5_XENTR	60.55	109	43	0	3	329	262	370	7e-40	 141	N/A	Serpin B5 OS=Xenopus tropicalis GN=serpinb5 PE=2 SV=1	N/A
comp372621_c0_seq1	sp|Q5RB31|SC61B_PONAB	96.61	59	2	0	5	181	38	96	7e-24	91.3	N/A	Protein transport protein Sec61 subunit beta OS=Pongo abelii GN=SEC61B PE=3 SV=3	N/A
comp375297_c0_seq1	sp|Q9UN81|LORF1_HUMAN	95.77	71	3	0	1	213	87	157	5e-29	 110	N/A	LINE-1 retrotransposable element ORF1 protein OS=Homo sapiens GN=L1RE1 PE=1 SV=1	N/A
comp390461_c0_seq1	sp|Q09006|STM1A_XENLA	85.32	109	16	0	2	328	25	133	8e-56	 176	N/A	Stathmin-1-A OS=Xenopus laevis GN=stmn1-a PE=2 SV=1	N/A
comp391014_c0_seq1	sp|O88569|ROA2_MOUSE	93.26	89	6	0	2	268	115	203	2e-53	 176	N/A	Heterogeneous nuclear ribonucleoproteins A2/B1 OS=Mus musculus GN=Hnrnpa2b1 PE=1 SV=2	N/A
comp391014_c0_seq1	sp|O88569|ROA2_MOUSE	38.46	78	48	0	2	235	24	101	4e-14	70.1	N/A	Heterogeneous nuclear ribonucleoproteins A2/B1 OS=Mus musculus GN=Hnrnpa2b1 PE=1 SV=2	N/A
comp392160_c0_seq1	sp|P29788|VTNC_MOUSE	70.00	50	13	1	23	172	431	478	1e-17	80.1	N/A	Vitronectin OS=Mus musculus GN=Vtn PE=1 SV=2	N/A
comp392312_c0_seq1	sp|Q5R2J2|G3P_PELSI	86.89	61	8	0	18	200	74	134	1e-29	 111	N/A	Glyceraldehyde-3-phosphate dehydrogenase OS=Pelodiscus sinensis GN=GAPDH PE=2 SV=1	N/A
comp395255_c0_seq1	sp|Q02540|COPR_PSEUB	48.05	77	39	1	228	1	82	158	8e-10	56.2	N/A	Transcriptional activator protein CopR OS=Pseudomonas syringae pv. tomato GN=copR PE=1 SV=1	N/A
comp395428_c0_seq1	sp|P08548|LIN1_NYCCO	39.19	74	45	0	9	230	616	689	2e-10	60.5	N/A	LINE-1 reverse transcriptase homolog OS=Nycticebus coucang PE=1 SV=1	N/A
comp395848_c0_seq1	sp|P61159|FDHA_METJA	56.06	66	28	1	195	1	412	477	2e-16	76.6	N/A	Formate dehydrogenase subunit alpha OS=Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) GN=fdhA PE=3 SV=2	N/A
comp403497_c0_seq1	sp|Q96KP4|CNDP2_HUMAN	85.00	40	6	0	12	131	434	473	4e-16	76.6	N/A	Cytosolic non-specific dipeptidase OS=Homo sapiens GN=CNDP2 PE=1 SV=2	N/A
comp404615_c0_seq1	sp|Q9CQD7|PINLY_MOUSE	36.36	77	48	1	135	365	100	175	8e-07	49.3	N/A	phospholipase A2 inhibitor and Ly6/PLAUR domain-containing protein OS=Mus musculus GN=Pinlyp PE=2 SV=1	N/A
comp404635_c0_seq1	sp|Q9NZI7|UBIP1_HUMAN	77.50	40	9	0	83	202	89	128	3e-13	67.8	N/A	Upstream-binding protein 1 OS=Homo sapiens GN=UBP1 PE=2 SV=1	N/A
comp405233_c0_seq1	sp|Q8N976|YG039_HUMAN	76.19	42	10	0	1	126	36	77	4e-14	67.4	N/A	Putative uncharacterized protein FLJ38264 OS=Homo sapiens PE=5 SV=1	N/A
comp406140_c0_seq1	sp|O93297|CP2K4_ONCMY	53.03	66	31	0	5	202	82	147	9e-18	80.1	N/A	Cytochrome P450 2K4 OS=Oncorhynchus mykiss GN=cyp2k4 PE=2 SV=1	N/A
comp409038_c0_seq1	sp|P31843|RRPO_OENBE	45.95	74	40	0	232	11	24	97	5e-20	83.2	N/A	RNA-directed DNA polymerase homolog OS=Oenothera berteroana PE=4 SV=1	N/A
